date,county,region,fips,first_dose_administered,second_dose_administered,single_dose_administered,all_doses_administered,fully_vaccinated,booster_dose_administered,new_first_dose_administered,new_second_dose_administered,new_single_dose_administered,new_all_doses_administered,new_fully_vaccinated,new_booster_dose_administered,current_as_of
2020-12-26,Perry,10,18123,5,1,0,6,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Pike,10,18125,6,0,0,6,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Porter,1,18127,49,0,0,49,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Posey,10,18129,66,1,0,67,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Pulaski,2,18131,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Putnam,7,18133,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Randolph,6,18135,6,0,0,6,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Ripley,9,18137,24,0,0,24,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Rush,6,18139,17,0,0,17,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Scott,9,18143,4,0,0,4,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Shelby,5,18145,13,0,0,13,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Spencer,10,18147,13,0,0,13,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,St. Joseph,2,18141,276,0,0,276,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Starke,2,18149,4,0,0,4,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Steuben,3,18151,22,0,0,22,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Sullivan,7,18153,5,0,0,5,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Tippecanoe,4,18157,156,0,0,156,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Tipton,6,18159,12,0,0,12,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Vanderburgh,10,18163,491,3,0,494,3,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Vermillion,7,18165,11,0,0,11,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Vigo,7,18167,104,0,0,104,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Wabash,3,18169,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Warren,4,18171,7,0,0,7,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Warrick,10,18173,74,1,0,75,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Washington,8,18175,30,0,0,30,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Wayne,6,18177,44,0,0,44,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Wells,3,18179,12,0,0,12,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,White,4,18181,5,0,0,5,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-26,Whitley,3,18183,41,0,0,41,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Adams,3,18001,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Allen,3,18003,6,0,0,6,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Bartholomew,8,18005,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Benton,4,18007,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Blackford,6,18009,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Boone,5,18011,61,0,0,61,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Brown,8,18013,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Carroll,4,18015,7,0,0,7,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Cass,4,18017,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Clark,9,18019,56,0,0,56,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Clay,7,18021,16,0,0,16,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Clinton,4,18023,12,0,0,12,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Crawford,10,18025,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Daviess,10,18027,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Dearborn,9,18029,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Delaware,6,18035,65,0,0,65,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Dubois,10,18037,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Elkhart,2,18039,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Floyd,9,18043,84,0,0,84,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Fountain,4,18045,5,0,0,5,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Franklin,9,18047,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Gibson,10,18051,13,0,0,13,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Grant,6,18053,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Greene,7,18055,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Hamilton,5,18057,486,8,0,494,8,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Hancock,5,18059,53,0,0,53,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Harrison,9,18061,30,0,0,30,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Hendricks,5,18063,206,0,0,206,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Henry,6,18065,35,0,0,35,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Howard,6,18067,4,0,0,4,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Jackson,8,18071,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Jasper,1,18073,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Jay,6,18075,7,0,0,7,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Jefferson,9,18077,8,0,0,8,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Johnson,5,18081,94,0,0,94,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Lake,1,18089,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Madison,6,18095,119,0,0,119,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Marion,5,18097,802,5,0,807,5,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Miami,3,18103,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Monroe,8,18105,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Montgomery,4,18107,9,0,0,9,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Morgan,5,18109,39,0,0,39,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Out of State,Out of State,Out of State,164,0,0,164,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Owen,7,18119,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Parke,7,18121,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Perry,10,18123,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Pike,10,18125,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Porter,1,18127,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Posey,10,18129,16,0,0,16,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Putnam,7,18133,15,0,0,15,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Randolph,6,18135,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Rush,6,18139,14,0,0,14,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Scott,9,18143,5,0,0,5,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Shelby,5,18145,9,0,0,9,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Spencer,10,18147,7,0,0,7,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,St. Joseph,2,18141,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Sullivan,7,18153,5,0,0,5,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Tippecanoe,4,18157,111,0,0,111,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Tipton,6,18159,7,0,0,7,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Union,6,18161,1,0,0,1,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Vanderburgh,10,18163,210,0,0,210,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Vermillion,7,18165,5,0,0,5,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Vigo,7,18167,109,0,0,109,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Warren,4,18171,3,0,0,3,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Warrick,10,18173,168,1,0,169,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Washington,8,18175,12,0,0,12,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,Wayne,6,18177,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-27,White,4,18181,5,0,0,5,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Adams,3,18001,35,0,0,35,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Allen,3,18003,744,1,0,745,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Bartholomew,8,18005,158,0,0,158,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Benton,4,18007,7,0,0,7,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Blackford,6,18009,7,0,0,7,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Boone,5,18011,217,4,0,221,4,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Brown,8,18013,20,0,0,20,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Carroll,4,18015,17,0,0,17,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Cass,4,18017,64,0,0,64,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Clark,9,18019,105,0,0,105,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Clay,7,18021,27,0,0,27,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Clinton,4,18023,29,0,0,29,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Crawford,10,18025,11,0,0,11,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Daviess,10,18027,94,0,0,94,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,De Kalb,3,18033,54,0,0,54,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Dearborn,9,18029,43,0,0,43,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Decatur,9,18031,27,0,0,27,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Delaware,6,18035,232,1,0,233,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Dubois,10,18037,96,0,0,96,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Elkhart,2,18039,287,0,0,287,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Fayette,6,18041,5,0,0,5,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Floyd,9,18043,77,0,0,77,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Fountain,4,18045,5,0,0,5,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Franklin,9,18047,37,0,0,37,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Fulton,2,18049,20,0,0,20,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Gibson,10,18051,52,0,0,52,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Grant,6,18053,106,1,0,107,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Greene,7,18055,51,0,0,51,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Hamilton,5,18057,959,26,0,985,26,0,1,0,0,1,0,0,2021-10-19 05:00:00
2020-12-28,Hancock,5,18059,213,4,0,217,4,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Harrison,9,18061,45,0,0,45,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Hendricks,5,18063,411,3,0,414,3,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Henry,6,18065,114,0,0,114,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Howard,6,18067,73,2,0,75,2,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Huntington,3,18069,44,0,0,44,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Jackson,8,18071,61,0,0,61,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Jasper,1,18073,29,0,0,29,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Jay,6,18075,16,0,0,16,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Jefferson,9,18077,14,0,0,14,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Jennings,9,18079,21,0,0,21,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Johnson,5,18081,456,2,0,458,2,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Knox,10,18083,197,0,0,197,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Kosciusko,2,18085,115,0,0,115,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,La Porte,1,18091,97,0,0,97,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Lagrange,3,18087,23,0,0,23,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Lake,1,18089,680,1,0,681,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Lawrence,8,18093,74,0,0,74,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Madison,6,18095,258,2,0,260,2,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Marion,5,18097,1647,22,0,1669,22,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Marshall,2,18099,33,0,0,33,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Martin,10,18101,13,0,0,13,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Miami,3,18103,21,0,0,21,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Monroe,8,18105,338,1,0,339,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Montgomery,4,18107,40,0,0,40,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Morgan,5,18109,80,0,0,80,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Newton,1,18111,7,0,0,7,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Noble,3,18113,39,0,0,39,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Ohio,9,18115,2,0,0,2,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Orange,8,18117,38,0,0,38,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Out of State,Out of State,Out of State,479,2,0,481,2,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Owen,7,18119,28,0,0,28,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Parke,7,18121,14,0,0,14,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Perry,10,18123,23,1,0,24,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Pike,10,18125,17,0,0,17,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Porter,1,18127,244,1,0,245,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Posey,10,18129,71,0,0,71,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Pulaski,2,18131,78,0,0,78,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Putnam,7,18133,70,0,0,70,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Randolph,6,18135,21,1,0,22,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Ripley,9,18137,35,1,0,36,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Rush,6,18139,33,0,0,33,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Scott,9,18143,8,0,0,8,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Shelby,5,18145,77,0,0,77,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Spencer,10,18147,60,0,0,60,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,St. Joseph,2,18141,379,1,0,380,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Starke,2,18149,10,0,0,10,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Steuben,3,18151,48,0,0,48,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Sullivan,7,18153,23,0,0,23,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Tippecanoe,4,18157,305,0,0,305,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Tipton,6,18159,23,0,0,23,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Union,6,18161,13,0,0,13,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Unknown,Unknown,Unknown,7,0,0,7,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Vanderburgh,10,18163,471,4,0,475,4,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Vermillion,7,18165,13,0,0,13,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Vigo,7,18167,158,0,0,158,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Wabash,3,18169,33,1,0,34,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Warren,4,18171,8,0,0,8,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Warrick,10,18173,192,0,0,192,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Washington,8,18175,28,0,0,28,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Wayne,6,18177,243,0,0,243,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Wells,3,18179,26,0,0,26,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,White,4,18181,44,0,0,44,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-28,Whitley,3,18183,46,0,0,46,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Adams,3,18001,25,0,0,25,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Allen,3,18003,619,0,0,619,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Bartholomew,8,18005,180,0,0,180,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Benton,4,18007,9,0,0,9,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Blackford,6,18009,10,0,0,10,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Boone,5,18011,269,3,0,272,3,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Brown,8,18013,30,0,0,30,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Carroll,4,18015,31,0,0,31,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Cass,4,18017,50,0,0,50,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Clark,9,18019,201,0,0,201,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Clay,7,18021,99,0,0,99,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Clinton,4,18023,36,0,0,36,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Crawford,10,18025,8,0,0,8,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Daviess,10,18027,34,0,0,34,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,De Kalb,3,18033,48,0,0,48,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Dearborn,9,18029,54,1,0,55,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Decatur,9,18031,42,0,0,42,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Delaware,6,18035,243,2,0,245,2,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Dubois,10,18037,144,1,0,145,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Elkhart,2,18039,355,1,0,356,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Fayette,6,18041,6,0,0,6,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Floyd,9,18043,212,0,0,212,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Fountain,4,18045,4,0,0,4,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Franklin,9,18047,21,0,0,21,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Fulton,2,18049,14,0,0,14,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Gibson,10,18051,28,0,0,28,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Grant,6,18053,82,1,0,83,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Greene,7,18055,42,0,0,42,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Hamilton,5,18057,1022,8,0,1030,8,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Hancock,5,18059,252,2,0,254,2,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Harrison,9,18061,40,0,0,40,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Hendricks,5,18063,697,1,0,698,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Henry,6,18065,117,0,0,117,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Howard,6,18067,104,2,0,106,2,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Huntington,3,18069,35,0,0,35,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Jackson,8,18071,66,0,0,66,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Jasper,1,18073,29,0,0,29,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Jay,6,18075,18,0,0,18,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Jefferson,9,18077,60,0,0,60,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Jennings,9,18079,30,0,0,30,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Johnson,5,18081,338,0,0,338,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Knox,10,18083,205,0,0,205,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Kosciusko,2,18085,70,0,0,70,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,La Porte,1,18091,115,0,0,115,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Lagrange,3,18087,27,0,0,27,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Lake,1,18089,833,2,0,835,2,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Lawrence,8,18093,76,0,0,76,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Madison,6,18095,266,5,0,271,5,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Marion,5,18097,1657,18,0,1675,18,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Marshall,2,18099,46,0,0,46,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Martin,10,18101,11,0,0,11,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Miami,3,18103,28,0,0,28,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Monroe,8,18105,397,0,0,397,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Montgomery,4,18107,41,0,0,41,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Morgan,5,18109,101,0,0,101,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Newton,1,18111,13,0,0,13,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Noble,3,18113,125,0,0,125,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Ohio,9,18115,8,0,0,8,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Orange,8,18117,28,0,0,28,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Out of State,Out of State,Out of State,565,1,1,567,2,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Owen,7,18119,26,0,0,26,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Parke,7,18121,11,0,0,11,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Perry,10,18123,29,0,0,29,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Pike,10,18125,14,0,0,14,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Porter,1,18127,287,1,0,288,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Posey,10,18129,28,1,0,29,1,0,0,0,0,0,0,0,2021-10-19 05:00:00
2020-12-29,Pulaski,2,18131,16,0,0,16,0,0,0,0,0,0,0,0,2021-10-19 05:00:00
